baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
IPO13	2499.97899616748	-0.321153662223848	0.0762554661067922	-4.21154939600117	2.53625078226301e-05	8.20095384682681e-05
ATP6V0B	7268.62467583846	0.0114639901423415	0.109108111909374	0.105070007552358	0.916320258049425	0.937975302736562
B4GALT2	3523.74555435005	0.0443872788168285	0.0887514482211206	0.500130191748977	0.616983408434611	0.696577334446055
ERI3	2697.7826656111	-0.00580938331516684	0.0753809181165242	-0.077067027841007	0.938570222935372	0.954255513048704
PTCH2	401.7058019851	0.882959137523342	0.279854455314925	3.15506550192217	0.00160462075710019	0.00366706674305624
AKR1A1	6449.05350007462	-0.598220203142933	0.103339053528882	-5.78890731736513	7.0845773256533e-09	4.14590474683476e-08
PRDX1	13694.3159574135	-0.299832553994597	0.107694651003752	-2.78409884985049	0.00536766726826963	0.0109277497231986
PIK3R3	1457.82264583135	0.00444974094235012	0.123430660535752	0.0360505317158313	0.971242066634185	0.978433040896917
TSPAN1	11510.1189465346	-0.836796304625352	0.280566469379724	-2.98252427125501	0.00285881979769024	0.0061907755765011
BLZF1	1932.89395997133	-0.264205329314379	0.087323003104462	-3.02560974681915	0.00248132336757757	0.00545349724076282
CCDC181	73.8924221545207	0.00736093728126632	0.226176648433709	0.0325450807244752	0.974037365834415	0.980511663132424
SLC19A2	1359.10469036447	-0.0989028991122214	0.125293421420062	-0.789370247785292	0.429895639857922	0.51544028599248
FAAH	1216.76573463632	-0.0435084369707112	0.143956353513445	-0.302233530572499	0.76247404500292	0.82515055529051
NSUN4	1468.6760120568	0.180372589061392	0.0597874900709157	3.01689515394351	0.00255378124730772	0.00560179196250734
TMED5	5075.83277808604	0.238579291178591	0.0859479466491522	2.77585795216836	0.00550562568201209	0.0111702737115141
MROH9	10.0497903254533	0.390123237519769	0.353082827563236	1.10490572484695	0.269200441542223	0.346087069758738
DR1	4381.78453420334	-0.146010698212779	0.0612776830787966	-2.38277119624488	0.0171828703649316	0.0310241831210577
CNN3	6390.93493075042	-0.75123901609127	0.138279052994888	-5.43277524556841	5.54842747299687e-08	2.80428687002072e-07
PRRC2C	21892.9972905772	0.655044122541422	0.0778151473156999	8.41795132615859	3.83124889411039e-17	7.6388878510582e-16
F3	3880.54857427847	-0.0203764011209795	0.2072526221105	-0.0983167349753265	0.92168078997214	0.942242990667612
ABCD3	4259.25288051214	-0.320525159963171	0.103811329755628	-3.08757397403238	0.00201797539801799	0.00452123036924521
VAMP4	1180.16763033765	-0.377180904538277	0.0912014715545926	-4.13568880094768	3.53891513564925e-05	0.000111345209675341
DPH5	950.96479758027	-0.0577633757797891	0.0861622999074119	-0.670401972113794	0.502601577818201	0.5878596753426
FASLG	90.4533844985463	0.369114793984873	0.246160490974343	1.49948837249982	0.133746982926656	0.189492640221326
PTBP2	1227.53474822247	-0.721226523837528	0.146302426023628	-4.92969626984209	8.23575581953202e-07	3.46807986137422e-06
TNFSF4	290.003667962586	1.35413588006557	0.194706696257006	6.95474735125783	3.53194429887345e-12	3.38514984551811e-11
PRDX6	10266.1440579857	-0.48712745367175	0.08771018840591	-5.55382974914379	2.79477695066953e-08	1.47393595960971e-07
DARS2	3032.65935964024	1.06665292309096	0.128637489004509	8.29192898077769	1.11426456682929e-16	2.05120737586833e-15
HSD11B1	240.398810867099	-0.0435156478999052	0.238122659130875	-0.182744674776996	0.854998360559192	0.897754584814917
IRF6	5084.20303111493	-0.414899531539253	0.158379250690166	-2.61965838158252	0.00880178901461074	0.0169832296573595
PLPPR5	8.12796203932731	-2.16475855069033	0.43756391015413	-4.94729684156951	7.52511762177559e-07	3.1933895408465e-06
PLPPR4	347.035273340078	1.50189544210974	0.245576997310105	6.11578225387781	9.60844505594022e-10	6.35621857882737e-09
SERPINC1	8.89724546898434	0.366557480529413	0.30367094291639	1.20708776746657	0.227398345281404	0.300003970415118
RCAN3	2050.43225036875	-0.2293752267996	0.11280250254552	-2.03342320980014	0.0420097844236694	0.0685312928952369
SYF2	3286.00603945378	-0.169327710468214	0.0844651285337264	-2.00470553242102	0.0449945367284981	0.0728330304199778
RSRP1	2216.69390118483	0.420387029453896	0.128357083503248	3.27513696930686	0.00105610755220833	0.00250078960632698
SLC35A3	3910.74478231122	0.0674265267379499	0.135581291794362	0.497314384939011	0.618967369273572	0.698484870446962
RCOR3	2401.46824419544	-0.171926707605519	0.0865009535074779	-1.98757008604137	0.0468592574404914	0.075456796876876
STMN1	6998.81150110701	1.01940828207147	0.132820047055395	7.67510857488485	1.6527859755833e-14	2.21554248101731e-13
STMN1.1	6998.81150110701	1.01940828207147	0.132820047055395	7.67510857488485	1.6527859755833e-14	2.21554248101731e-13
MTFR1L	1394.02500642554	-0.946773627431568	0.0874125531620366	-10.8310945417249	2.45206559014665e-27	1.89715248594172e-25
MAN1C1	1266.49014762206	-0.473300115372499	0.188790559846086	-2.50701155692511	0.0121756730659581	0.0227033987644489
NEK2	1371.62460488768	1.97975893545252	0.175434008800476	11.2849210309282	1.55781418798531e-29	1.56176357606753e-27
RPS6KA1	5422.27606295233	-0.503699500408561	0.145210412274984	-3.46875607965846	0.000522873947706524	0.00131714642908164
DHDDS	2126.02587259852	-0.200425589014951	0.0725187492209389	-2.76377614297132	0.0057136723074721	0.0115484863657131
NENF	2784.3824246552	-0.154951026873303	0.12177203966929	-1.27246802545248	0.203206877754194	0.272962173212748
NSL1	1631.77655871235	-0.181630922896856	0.0782132534764424	-2.32225249332663	0.0202193439431328	0.0358310266026273
PROX1	1565.91482253267	2.14339882333784	0.348019834224701	6.15884099856776	7.32792537087978e-10	4.91922409210207e-09
ARID1A	11000.7548857473	0.0248621216373868	0.0876179558345012	0.283756010975058	0.77659736753662	0.835378997504481
CENPF	5632.087697776	2.24275230846719	0.171892819397769	13.0473879963383	6.57636500395801e-39	2.19424528585187e-36
RPA2	1940.04948705316	0.0850587248580739	0.0783484327535107	1.08564679431016	0.277635288457391	0.355137147261218
PPP1R8	2073.17833604582	0.0507400172696102	0.0588846432056256	0.861685059250943	0.38886084949717	0.473498008790704
STX12	3480.82957085782	-0.912761744567935	0.0805811771368813	-11.3272326987412	9.61961075342282e-30	9.87582538598995e-28
SLC5A9	275.657416730999	-2.25991544690107	0.32544066235408	-6.9441704996356	3.80690504092456e-12	3.63225817286999e-11
OSBPL9	4337.4878645163	-0.00773203162974992	0.0775893985251228	-0.0996531971728889	0.920619658746102	0.941497615393439
TXNDC12	354.166691413589	-0.0564434985134892	0.117574556662057	-0.480065586602415	0.631180757425378	0.70960481699808
ESYT2	8882.49908240865	-0.0458500420805371	0.103213141237356	-0.444226786733456	0.656878627539752	0.733859276576533
RCN2	4277.85548428569	0.442947520451248	0.0923901084365858	4.79431757302542	1.63229523190749e-06	6.53591456631401e-06
CHRNB4	70.6223261149033	-1.39045915238559	0.274519804550971	-5.06505953062277	4.08272744823626e-07	1.81102122828494e-06
MUC5B	17534.3904884475	2.78825199445894	0.446954605420131	6.23833373825072	4.42256333967847e-10	3.06820719803424e-09
CTSD	20213.696397075	0.282063059450931	0.125764135720239	2.24279408303157	0.0249100962170004	0.0431516341865683
COLEC11	118.083928669435	-0.506867150470579	0.279580164473017	-1.81295819546418	0.0698382693002125	0.10744426531965
STAG1	2198.61086800404	0.189358802743135	0.0970229949452527	1.95168993546308	0.0509750282413702	0.0812207695169541
A4GNT	436.521744645118	-1.30360309009062	0.476065479655355	-2.73828526914903	0.00617604777844089	0.0123486258671186
STK11	3648.10257034317	-0.156836211712704	0.0899858005215916	-1.74289955530342	0.0813511617478159	0.12282915279381
KMT2A	7434.7670783242	0.0634175752319683	0.093490865990571	0.678329102635163	0.497563050201239	0.583308337853267
TREH	221.509014253202	-4.02341039247178	0.283024984909172	-14.2157428036361	7.31708930694456e-46	5.04029435679013e-43
IFT46	917.222516004633	-0.464883920191232	0.102894491614131	-4.51806421216999	6.24075602217114e-06	2.26333396904624e-05
MMP8	28.6257463232762	4.3278010455155	0.455778433096648	9.49540551120765	2.19355934385544e-21	7.6663283516676e-20
APOA1	5482.72741589857	-4.02443050508343	0.570559164011065	-7.05348500020829	1.74491326212935e-12	1.73953677868862e-11
ZNF541	48.0924458188842	0.707812789330712	0.317148368129783	2.2318033465052	0.0256279630633116	0.0439813166643056
SLC8A2	237.801659414656	-1.72816380058006	0.399280956310789	-4.32818989552537	1.50339821993472e-05	5.10959184919403e-05
KPTN	279.429115310872	0.230517055677149	0.128597306039038	1.79254964802428	0.0730449637702626	0.111765703378489
RPS25	23844.4396558642	-0.850500760081118	0.116745002784735	-7.28511490679687	3.21396250313517e-13	3.55969685124213e-12
KIF14	960.058989921559	2.5184969373466	0.164122453684337	15.3452308371561	3.81200987516391e-53	5.81440420530358e-50
TNNT2	33.336188428714	1.13535168312402	0.312310757994458	3.63532684693548	0.000277628418022171	0.000736639815910218
DDX59	862.178571790831	-0.181732427769379	0.0678545259064286	-2.67826538232671	0.0074004557756082	0.0144977496471346
CAMSAP2	2902.86012675754	0.100319472952185	0.103365248985698	0.970533849012118	0.331780461153381	0.413111431341388
ATF6	5205.58641585517	0.201212314493702	0.0746127699690217	2.69675438369656	0.00700188945692452	0.0138110426254541
CRYGD	3.87549073103125	-1.98969536570477	0.727981202016117	-2.73316860407161	0.00627282125347461	0.0125292138290802
MREG	619.391337779785	-0.581239002474556	0.145055201694826	-4.00701936699514	6.14898227702695e-05	0.000184833006114349
TNP1	0.143906401210906	-0.214208558544465	1.96662831316831	-0.10892173020705	0.913264570973925	0.935564962752564
FASTKD2	2698.46849447804	0.228018968348868	0.0772657945154679	2.95109847480078	0.00316645946009958	0.00679427002722733
NRP2	4780.28128886894	-1.42884616389463	0.21969285735745	-6.50383531390754	7.82976126225563e-11	6.14016606662529e-10
CREB1	3123.27341132522	0.176870967315849	0.0630721957507808	2.80426208744539	0.00504318917723697	0.010360005934653
KLF7	2161.56638726857	-0.241788452379538	0.156922838989038	-1.5408111014129	0.123362766788366	0.177035518951531
TTR	655.106415071513	0.143752866219809	0.508211015541739	0.282860587086197	0.777283708163732	0.835913734885173
B4GALT6	560.529185309337	0.301197924284853	0.186515012823627	1.61487228145904	0.106338356003077	0.155403042300144
C1orf54	364.510750626022	-0.230455566874742	0.146660695327292	-1.57135193148001	0.116100924751778	0.167662077984004
CA14	110.121950727981	-1.34246551951109	0.201102276723631	-6.67553615693772	2.46329921194337e-11	2.09566897895772e-10
ATP10B	5757.9405014219	0.935690667327562	0.29987676379198	3.12025065061939	0.00180697210002672	0.00409010835530745
SPCS2	3922.7952193007	-0.104595998603312	0.0916496575553884	-1.14125902260027	0.253762149077127	0.329532773740754
USP35	550.128017069011	0.113368169676756	0.108731796205304	1.04264045691563	0.297114844439238	0.375874080203921
ELOVL4	147.290061352142	-2.42267396940211	0.261819138706313	-9.25323481458571	2.17799274397899e-20	6.6727198070197e-19
FILIP1	550.689085432822	-1.72363996369163	0.288612836331083	-5.97215281760492	2.34143045699509e-09	1.46452565842628e-08
CASP8AP2	1538.54027538408	0.418619600242355	0.100229707434644	4.17660203702901	2.95896042034076e-05	9.44478935963478e-05
HMGN3	2279.95087591615	0.106124410829111	0.14232669344853	0.745639544190558	0.455885188301473	0.541553866877484
UBE3D	284.53071001457	0.584473240345044	0.109849014563183	5.32069625448364	1.0337086825411e-07	4.99859945810297e-07
CNR1	339.390666955112	-1.33443626190863	0.363581831527537	-3.67025012306635	0.000242313243812807	0.000650365542139406
SPACA1	0.791804762858513	0.839675404538028	0.771955055443507	1.08772576669715	0.276716189174888	0.354150284905038
ANKRD13C	1686.02216696764	-0.0596873462784378	0.0662097377958625	-0.901488939020805	0.36732841223145	0.450671124090226
SGIP1	462.99152068109	0.0882207012336571	0.178387074095038	0.494546489319379	0.620920282528886	0.700207631660426
PHF3	5559.51390611942	0.143777783997175	0.0917145769358772	1.56766556419596	0.116959202186249	0.168810192868209
ZC2HC1B	0.784338630291545	0.295871882847097	0.707620506846629	0.418122256187277	0.675857733392014	0.75192149040067
ADGB	9.25063266648009	0.869367815729654	0.480603338167458	1.8089092328084	0.0704651057988208	0.108307195654504
PLAGL1	1547.44827934493	-0.389538446991229	0.215107540096088	-1.81090094199963	0.0701561867545401	0.107889309700971
FBXO30	1585.43651140068	-0.747828045616898	0.131189571385289	-5.70036198548597	1.1955329015198e-08	6.68309151284132e-08
TNFAIP3	5526.19986036278	0.416880740986528	0.144298304314225	2.8890203732313	0.00386444035728434	0.00813979674387944
AKAP7	538.708103113193	-0.222179728641038	0.186477958014644	-1.19145303287582	0.23347578421962	0.307073287523144
RAB32	1146.10965866914	-0.177792889229385	0.161522779141474	-1.1007295080879	0.271014399567331	0.347811856984241
MYB	1677.30738901989	1.74359332391539	0.232094351336256	7.51243325775427	5.80383337400282e-14	7.15560380302865e-13
ALDH8A1	26.4148868101523	-0.0848531628534226	0.239274385146652	-0.354627022869229	0.722869028950728	0.792816910334558
SGK1	6604.58969036385	-1.28813615853999	0.169971438316759	-7.57854479138677	3.494522608836e-14	4.44178784458833e-13
RNF146	1265.44692212612	-0.230854019538091	0.0814479153770804	-2.83437603613675	0.00459152680167668	0.00951362927644128
ARG1	22.3031894921783	-1.61122861859431	0.258136806098698	-6.24176243188761	4.32667758443242e-10	3.00656925278132e-09
TCF21	332.046504521855	-1.20162434381129	0.205126727038972	-5.85796088670098	4.68584971587841e-09	2.80363224524706e-08
PMFBP1	120.924335147811	1.61029360361239	0.244735735230197	6.57972405254897	4.71322179428191e-11	3.82830499030415e-10
FBXL5	4884.3443259978	-0.832349236739456	0.0862453510172743	-9.65094613126153	4.87042727002219e-22	1.84730202351783e-20
MED28	2926.4924974026	-0.201499057186613	0.0720097742729873	-2.79821814775775	0.0051385394616563	0.0105305539025152
SLC16A7	1021.68904894454	-1.55302584805146	0.232830626513066	-6.67019571827807	2.55462509845981e-11	2.16990709437195e-10
ZNF430	737.219249414765	-0.130894124148965	0.111995477065203	-1.16874473486782	0.242506492528358	0.317264227466451
VAMP8	5437.74888702332	-0.824063644670562	0.131548855600601	-6.26431633257626	3.74464627857365e-10	2.6295026844019e-09
DCLRE1B	833.549011129226	0.811928678726311	0.0899106148563922	9.03039846878087	1.71047815539763e-19	4.59440887174351e-18
MYL12B	26695.3733375279	-0.192133236792257	0.107292919364818	-1.79073547378242	0.0733357542763064	0.112130294774184
FOXO3	5700.40312380282	-0.127483549311921	0.106699509317022	-1.19479039901811	0.232168932411317	0.305561502786519
ARMC2	231.171282655405	0.348360087213785	0.141779116563224	2.45706205298888	0.0140078488382898	0.025810993536357
GHRH	4.62462902146037	-1.08530791063259	0.504547050863757	-2.1510539181125	0.031471944165314	0.0529716950978257
RPN2	26638.8563286224	0.575789718578239	0.105290656682196	5.46857372460097	4.53671359400966e-08	2.31818574028433e-07
TGIF2	1723.10445376101	0.982530661344918	0.111756897005623	8.79167807688401	1.47342452362755e-18	3.51940797287949e-17
CASQ2	657.429694622101	-2.75759945484206	0.411404024410992	-6.70289858926422	2.04325272431264e-11	1.76289368383725e-10
OLFM3	7.66252451429024	-2.94352356424227	0.502043626255901	-5.86308322683874	4.54350339844978e-09	2.72457095115127e-08
PKD2	2245.63349154949	-0.854035502391241	0.168957203105952	-5.05474455478339	4.30967202421075e-07	1.90693610453785e-06
ABCG2	681.65318491284	-2.80449592440014	0.263802690790458	-10.631036082296	2.13724778861645e-26	1.47698347178368e-24
SPP1	10336.04244875	3.98420913446728	0.335772635247418	11.8657946366936	1.78202447837289e-32	2.66107347630593e-30
STBD1	141.710964997366	-0.700073076494094	0.130212546738677	-5.37638725321197	7.59952495769318e-08	3.7573571647738e-07
CCNI	23221.4851054974	-0.617526033190736	0.0785429660193563	-7.86227035325546	3.77232743130479e-15	5.5824171842053e-14
RARRES1	2125.10033071765	1.74100269910546	0.2760643367831	6.30651071917828	2.85396222380557e-10	2.03995084215936e-09
MFSD1	3834.67558695288	-0.0756804406308176	0.0970603953340479	-0.77972524602184	0.435552615455393	0.521432446624122
RAB3GAP2	3744.79526284894	0.317916320682037	0.0844159106689372	3.7660710897125	0.000165836591127615	0.000458476769412103
EEF2KMT	439.225859459967	-0.00368519112078583	0.102218443324185	-0.0360521154592258	0.971240803810693	0.978433040896917
PPL	13136.6524519307	-3.50652831395364	0.303941963929937	-11.5368350872469	8.60327179616614e-31	1.0149959443941e-28
UBN1	4978.17211968123	-0.14788719955143	0.0869328346319356	-1.70116619546077	0.0889117836522181	0.132733656886847
KLF12	1196.01081908138	-0.221403587144539	0.202185508746762	-1.09505171026796	0.273493982758912	0.350533026456023
UCHL3	290.279841066515	0.247452055055865	0.163692400283245	1.51168933088944	0.130612914069331	0.185458352751945
PCDH17	1322.16773506123	0.67210648613007	0.157820797918494	4.25866866087687	2.0564802690451e-05	6.78628954801253e-05
HS1BP3	2475.22639335032	-0.406540914642432	0.100596695175961	-4.04129493450378	5.31568529457437e-05	0.000162135614598402
LDAH	1240.70226148419	0.268326038845905	0.121265441135222	2.21271647003449	0.0269171991759834	0.0459905481840253
WDR35	1023.36373053914	-0.0607267783306141	0.152674669828467	-0.397752806007976	0.690812408389893	0.764847211528894
CCND2	7577.88718859086	-0.0739181374853663	0.236977188103091	-0.311920898703592	0.755100639467206	0.818830949379581
FGF23	22.4947872521727	0.106364682474425	0.376371432718443	0.28260562101161	0.777479170974734	0.835913734885173
ELL2	3375.06323168485	-1.56620071542554	0.149951094774412	-10.4447434530688	1.54873560352878e-25	9.11066117844452e-24
DNAH7	104.849340765441	0.49426401481582	0.214722042261181	2.30187832423191	0.0213420349158043	0.0376052325762921
CYP20A1	2901.29195363817	-0.295077627548878	0.102570556950684	-2.87682582917776	0.00401697245735833	0.00842368946817536
NDUFB3	2580.61405486061	-0.385563960107932	0.105111081178336	-3.66815711327114	0.000244305049741076	0.000655223565959676
GTF3C3	2165.96887438734	0.392475471880786	0.0813103417974557	4.8268825736638	1.3868683880202e-06	5.63032839083018e-06
SATB2	766.820280442152	1.49843346913232	0.209993238489012	7.13562722263905	9.63467979047573e-13	9.96314538720672e-12
UBE2B	2945.27729812221	-0.340879534072163	0.088654398045057	-3.84503805326067	0.000120533732133076	0.000341725612847809
TRPM6	193.385059562963	0.127545814686417	0.340314317271683	0.374788271351492	0.707817937657686	0.779954808851964
GDA	2655.5316624689	-0.472701762818949	0.29377420282685	-1.60906491540225	0.107602147887701	0.157035009977718
KLF9	4797.71407033863	-1.73507431848139	0.186864624300305	-9.28519416116453	1.61412610924044e-20	5.04656646218454e-19
TJP2	430.105215247976	-0.192882247841963	0.128366272678681	-1.50259288376141	0.132944059584365	0.188480112094312
ITGB1BP1	2107.54143231703	-0.155181953024539	0.0798579968786296	-1.94322371071226	0.0519891344458158	0.0826454237293197
CPSF3	2455.98527273357	0.494943910334258	0.0761800460457974	6.49702823803376	8.19220901152876e-11	6.40089393458416e-10
PIGZ	512.024979117737	0.109162567232092	0.189587156606433	0.575790940621073	0.564756497685449	0.647610903854316
SENP5	2074.20854767812	0.368115406299571	0.0795724312907574	4.62616763530171	3.72493848227445e-06	1.41057521458572e-05
CCDC92	2804.1702164227	-0.483974534051477	0.111860959905191	-4.32657233105879	1.51447602981243e-05	5.14478541848786e-05
C1orf198	4877.98868269887	0.134577773703622	0.106551505255794	1.26303024420487	0.206578310771199	0.276794456184237
TRIM67	28.8468423504158	0.792555352800152	0.242737436320091	3.26507260196582	0.00109436022300662	0.00258135073479325
HEATR1	3706.49532052805	1.11677914308355	0.112323860159279	9.94249255233864	2.71936081732213e-23	1.20977564360618e-21
PTBP3	14016.7126499441	0.506653921769358	0.103138857481882	4.91234762667755	8.9992314592696e-07	3.77321006442653e-06
RAD23B	12275.0040592911	-0.0177724176967663	0.0783776770322361	-0.22675356516954	0.820615372792699	0.870599198659345
FKBP15	2818.05274878724	0.0830534456255849	0.070515741791054	1.17780007011316	0.238876320700723	0.313365582518936
CTNNAL1	1776.81374382005	-0.624330786076486	0.132169821431265	-4.7237015176053	2.31590251245313e-06	9.04918247958357e-06
SET	18178.3162364339	0.527337899647129	0.0799565627399435	6.5953047701948	4.24383155162998e-11	3.47346795528963e-10
PTPA	6205.99892050247	-0.13834829864537	0.0964950301632551	-1.43373496449823	0.151647910355158	0.211321422456542
GLE1	2424.73322386992	0.287140992280908	0.0860992284646996	3.33500075902114	0.000852991664461154	0.0020553807270259
RAB14	6653.23924757385	-0.125291477089323	0.075187293229792	-1.66639164288571	0.0956354342449473	0.141367787821307
CNTRL	1512.54859328774	0.438406964570884	0.115396103948629	3.79914875432927	0.000145193929662198	0.000405714626276706
TRIM32	1073.35329504772	0.155710122662738	0.0823956542917972	1.88978562038362	0.0587866374874428	0.0922290689080048
FBXW2	4203.96157236458	0.123676740469078	0.0722645901904693	1.71144318597948	0.0869993307189175	0.130288499065276
PHF19	2435.91196139605	-0.0200880204702981	0.104624089971619	-0.192001865686453	0.847740744009466	0.892195951088129
NEK6	5038.07195083651	0.454223281866925	0.120008426177509	3.78492824491395	0.000153752934399792	0.000427839478912322
BSPRY	1290.60918925325	-0.243673272496503	0.166045395485779	-1.46750996487206	0.142237380507365	0.199956354401203
PPP6C	4361.6359296257	-0.106039848722985	0.0634102882009176	-1.67228145040114	0.094468835692978	0.139759423402234
NDUFA8	2193.31611086793	-0.376013831644571	0.0973695899285588	-3.86171731770111	0.000112592797746673	0.000320959364982306
HDHD3	3766.72438096007	-0.403619304946038	0.135505026230075	-2.97862976876391	0.00289540395050916	0.00626174356483416
RBM18	2110.74576605244	0.0635528730144124	0.0766121836214012	0.82954002888725	0.406798895887071	0.492085403204697
SLC46A2	16.7861613997089	-2.02274620946787	0.269915039194539	-7.49401076540234	6.68002415012443e-14	8.16515373221277e-13
HSDL2	3872.84787094234	-0.363261231593342	0.100128447029265	-3.62795231895657	0.00028567800202057	0.000756963401805094
MAPKAP1	3950.35004581822	-0.16770588733349	0.066140050915193	-2.53561775373485	0.0112249183210604	0.0211093708346917
NR4A3	1455.23928486829	-2.37343430340385	0.257425947679209	-9.21987206340793	2.97454909729749e-20	8.99695770873804e-19
INVS	1074.36062192771	-0.0738065855957139	0.0797392214023773	-0.925599526778342	0.354654139403149	0.437635625126544
GALNT12	2079.45533541066	-0.844518871022532	0.15733348744889	-5.36769943078315	7.97473068948953e-08	3.93103414458355e-07
DENND1A	2814.05676555452	-0.116566275823429	0.0924300975610143	-1.26112899260419	0.207262376454023	0.277589111063674
ALG2	2408.77560302411	0.0272219921232663	0.0839642775757445	0.324209210264558	0.74577964958457	0.811856578162159
CSF3R	1147.81996107335	0.537660747161669	0.226009360217502	2.37893132675677	0.0173629103216981	0.0313068974929951
KDSR	4401.03346152073	0.109240878002206	0.0937208556308174	1.1655983854066	0.243776860945942	0.318619848735441
VPS4B	4149.7200728069	-0.537161039577222	0.102726077575523	-5.22906210628269	1.70372129381227e-07	7.98359984816047e-07
ONECUT2	5345.02627810177	1.32388394718682	0.294416538583509	4.49663579891354	6.90370926330125e-06	2.48226650292195e-05
C19orf25	1369.51582943352	-0.335889573100904	0.0992707601077903	-3.38357007376783	0.000715499464069625	0.00175235411810331
ZBTB45	1580.69081481729	-0.046557901968307	0.090794251718758	-0.512784687212618	0.608101942357678	0.687716427921581
YLPM1	4597.5971088549	0.049689514290583	0.068502104017207	0.725372088981407	0.468223791210271	0.55386942374829
DCAF4	792.092463067697	0.272919218367253	0.0971995884326	2.80782277752647	0.0049877667209242	0.0102520714754659
PROX2	33.2313641671149	0.615938204825975	0.205675184242271	2.9947132761551	0.00274702933525727	0.00597292174168453
VSX2	2.97186368944448	1.04549184088552	0.44905937675402	2.32818173944558	0.0199024553924176	0.0353134218902938
FCF1	2001.64878770871	0.0358457377027833	0.0645560249832611	0.555265565252474	0.578713028378935	0.660740951077569
PGF	711.433818671605	1.14853831391364	0.15899934070788	7.22354136061347	5.06508840971708e-13	5.44063872741944e-12
IFI27L2	1173.5896389278	-0.757805739618834	0.152625021656446	-4.96514746661023	6.86488869400466e-07	2.93127040935364e-06
BBOF1	222.510087335117	-0.471642389710864	0.131536962517951	-3.58562628087522	0.000336270232795826	0.000879293522159086
NEK9	3420.38407017601	-0.309772413834662	0.0895430407067049	-3.45948061836889	0.000541218226299667	0.00136014758201755
ACYP1	513.127839620847	0.921874785636389	0.13975399083326	6.59641116607735	4.21229701171894e-11	3.44897969280085e-10
IFT43	839.66165930741	-0.385747033390836	0.0806845710036163	-4.78092686857747	1.7448883372949e-06	6.94378411378964e-06
NPC2	6529.10899920538	-0.218070289396833	0.11026592115193	-1.97767621327322	0.0479652453568752	0.0770566317257596
NPC2.1	6529.10899920538	-0.218070289396833	0.11026592115193	-1.97767621327322	0.0479652453568752	0.0770566317257596
DNAL1	778.455038544892	-0.0770576266370283	0.0851515628904469	-0.904946709388858	0.365493619879013	0.448806829148732
IRF2BPL	3762.65136155916	-0.675361988406948	0.114337840823697	-5.90672329949207	3.48979165278757e-09	2.12552797928197e-08
ACOT2	1161.1353461929	-0.788406745233331	0.115030548452609	-6.85389016951563	7.18682677362232e-12	6.5724838939585e-11
LTBP2	7838.73355639535	0.64565240330612	0.191639312606555	3.36910206222498	0.000754134986259482	0.00183959315702364
AREL1	2851.09105398347	0.200327821503679	0.0863943467929322	2.31876076317609	0.0204080117827291	0.0361353800670313
MLH3	1210.51369982607	0.577609491671454	0.0889611862750227	6.49282586998986	8.42410395573951e-11	6.57006266876777e-10
TTLL5	1886.44277654999	0.222613973778538	0.0701591486656931	3.17298567631271	0.00150879968032115	0.00346253717072304
FLVCR2	369.503325885463	-0.686832552866661	0.172990991500684	-3.97033710777908	7.17710110785766e-05	0.000212536149018434
ABCD4	1730.23741704913	-0.303082034734353	0.0750317155797207	-4.03938564369264	5.35913888510189e-05	0.000163321038607772
DLST	5281.92736266853	-0.47556645251176	0.0810307282902421	-5.86896431201185	4.38525807661755e-09	2.63485652695811e-08
PPP4R4	73.563340702245	-0.541438786668813	0.334592997038392	-1.618201192079	0.105619246050844	0.154436687220605
TGFB3	986.507338799342	0.585461293496066	0.217418332403261	2.69278715839918	0.00708574874156342	0.013954540129793
ZC2HC1C	213.372132153372	0.1319719964865	0.116111388985266	1.13659820660009	0.255706290130813	0.331643871911854
SLIRP	2703.82854038932	-0.109439277672093	0.134181486748873	-0.815606387466211	0.41472529503016	0.500143669174566
RBM25	9192.76298839717	0.481895718654233	0.103711970575402	4.64648117262297	3.37644933222727e-06	1.28567580314517e-05
ALDH6A1	2157.93083190057	-1.26421918531316	0.117141612619505	-10.792229653006	3.74589474644284e-27	2.80666092686107e-25
GPR68	625.278319013736	-0.0287802032434924	0.17057565866318	-0.16872397544319	0.866013759466418	0.904960010748514
ESRRB	48.0826120983012	-2.08873137993697	0.305213050733938	-6.84351922342197	7.7270949930835e-12	7.05146950779081e-11
EIF2B2	1475.87950726627	-0.0129871719012596	0.0852728274290766	-0.152301410576087	0.878949212420875	0.915386338374725
NRDE2	1014.63737919966	0.0396304069289087	0.0727625116500321	0.544654191151622	0.585991376245721	0.666980170893032
COQ6	340.852197065105	-0.419585343922987	0.076484688092478	-5.48587376620618	4.11430632923703e-08	2.11448609758189e-07
ZNF410	48.6502042168361	0.267391593401656	0.145194809509446	1.84160573167224	0.0655328420460673	0.101507928989679
RHOQ	2529.89171204836	-0.489142689228747	0.116098066104926	-4.2131855046291	2.51794097474731e-05	8.14558443731312e-05
GPR75	101.704534517737	0.168094195744773	0.141530166592124	1.18769164053345	0.234954918413705	0.308771452262063
SUPT7L	2435.25527243465	0.178909265861044	0.061496378035702	2.90926509130632	0.00362279528432366	0.00767624235973878
KLHL29	775.109065804098	-0.202680849791607	0.182654438130244	-1.10964098034718	0.267153764741505	0.343807719658296
DNMT3A	2169.78387068988	0.217726034234775	0.121305806403362	1.79485253583658	0.0726771978981386	0.111250816051387
