"","ID","Description","setSize","enrichmentScore","NES","pvalue","p.adjust","qvalue","rank","leading_edge","core_enrichment"
"ErbB signaling pathway","ErbB signaling pathway","ErbB signaling pathway",87,0.525716078539712,1.37770174601462,0.0098584686432483,0.0098584686432483,0.0263831897399444,5559,"tags=45%, list=26%, signal=33%","MAPK10/AKT3/CAMK2A/ABL1/PRKCB/NRG2/STAT5B/GAB1/CAMK2G/BTC/JUN/PIK3R1/SHC4/SHC2/PRKCA/SOS2/SOS1/PIK3CA/BRAF/SHC3/PIK3R3/ABL2/PIK3CD/RAF1/AKT2/CDKN1B/NRG3/MAP2K7/CBL/MAPK1/STAT5A/CDKN1A/PAK3/NCK2/SHC1/CAMK2D/PAK5/AKT1/PIK3R5"
"Terpenoid backbone biosynthesis","Terpenoid backbone biosynthesis","Terpenoid backbone biosynthesis",15,-0.590024838520724,-1.85620483339792,0.0100703692980591,0.0100703692980591,0.0263831897399444,1910,"tags=53%, list=9%, signal=49%","HMGCS1/MVK/HMGCR/IDI1/MVD/FDPS/ACAT2/PDSS1"
"Glycosaminoglycan biosynthesis - chondroitin sulfate","Glycosaminoglycan biosynthesis - chondroitin sulfate","Glycosaminoglycan biosynthesis - chondroitin sulfate",22,0.650750491411444,1.52274698395843,0.0104282194541263,0.0104282194541263,0.0267267867016509,3845,"tags=50%, list=18%, signal=41%","CHST15/CHST7/DSE/CSGALNACT2/CHSY3/UST/CHST3/CHST14/XYLT1/CHST12/CHSY1"
"Renal cell carcinoma","Renal cell carcinoma","Renal cell carcinoma",68,0.547778966579128,1.41504183604779,0.0109450593479776,0.0109450593479776,0.0274545721606604,4667,"tags=44%, list=22%, signal=35%","AKT3/RAP1A/GAB1/VEGFB/TGFB3/VEGFC/JUN/PIK3R1/HGF/EPAS1/TGFB2/CREBBP/TGFB1/RAPGEF1/SOS2/ARNT/SOS1/PIK3CA/PTPN11/BRAF/PIK3R3/VEGFD/PIK3CD/RAF1/AKT2/FLCN/ETS1/MAPK1/EGLN1/PAK3"
"Glioma","Glioma","Glioma",65,0.533551523267293,1.37298029254641,0.0123286171849728,0.0123286171849728,0.0302808141385297,5559,"tags=45%, list=26%, signal=33%","AKT3/CAMK2A/PRKCB/CAMK2G/CALM1/IGF1/PIK3R1/PDGFRA/SHC4/SHC2/PDGFRB/PTEN/PRKCA/SOS2/SOS1/PIK3CA/BRAF/SHC3/PIK3R3/PIK3CD/RAF1/AKT2/MAPK1/CDKN1A/SHC1/CAMK2D/CALM2/AKT1/PIK3R5"
"One carbon pool by folate","One carbon pool by folate","One carbon pool by folate",17,-0.545500989423956,-1.81619023091012,0.0130588472658618,0.0130588472658618,0.0314197828953066,2872,"tags=65%, list=13%, signal=56%","MTHFD2L/SHMT1/GART/MTHFD1/MTHFS/MTHFD1L/DHFR/ATIC/SHMT2/MTHFD2/TYMS"
"RNA polymerase","RNA polymerase","RNA polymerase",28,-0.39653940659563,-1.50167109247369,0.0146185118226564,0.0146185118226564,0.0344689120871055,5322,"tags=36%, list=25%, signal=27%","POLR3A/POLR2I/POLR2G/POLR2J/POLR2L/POLR3G/POLR1B/POLR1C/POLR3K/POLR2H"
"Primary bile acid biosynthesis","Primary bile acid biosynthesis","Primary bile acid biosynthesis",16,0.673936522594483,1.50336870875559,0.0174980813884159,0.0174980813884159,0.0404496411868437,2244,"tags=31%, list=11%, signal=28%","CH25H/CYP7B1/CYP46A1/ACOX2/CYP39A1"
"Systemic lupus erythematosus","Systemic lupus erythematosus","Systemic lupus erythematosus",54,0.547212070228174,1.39422577576559,0.0188700684612827,0.0188700684612827,0.0427823414506814,2108,"tags=19%, list=10%, signal=17%","C7/ACTN1/C1R/C1S/ACTN2/GRIN2A/C4B/C4A/C3/FCGR2B"
"Vasopressin-regulated water reabsorption","Vasopressin-regulated water reabsorption","Vasopressin-regulated water reabsorption",44,0.566470259885184,1.41879512636812,0.0200358770684277,0.0200358770684277,0.0445683859317558,4502,"tags=39%, list=21%, signal=31%","DYNC1I1/ADCY9/PRKACB/VAMP2/DYNC2H1/PRKACA/CREB5/DYNC1LI2/CREB3L2/AVPR2/DCTN1/RAB5B/DYNC1H1/DYNLL2/CREB1/DCTN4/DYNC1I2"
"mTOR signaling pathway","mTOR signaling pathway","mTOR signaling pathway",52,0.547025974868746,1.39041569776962,0.021103974904274,0.021103974904274,0.0460391061639135,5675,"tags=52%, list=27%, signal=38%","AKT3/CAB39L/ULK2/PRKAA2/VEGFB/IGF1/VEGFC/PIK3R1/RPS6KA2/RPS6KA6/ULK1/TSC2/PIK3CA/BRAF/PIK3R3/VEGFD/PIK3CD/AKT2/RPTOR/EIF4B/MAPK1/RPS6KA3/STRADA/AKT1/PIK3R5/RHEB/RICTOR"
"Chemokine signaling pathway","Chemokine signaling pathway","Chemokine signaling pathway",186,0.459922223319183,1.22844095617205,0.0214780651523614,0.0214780651523614,0.0460391061639135,4986,"tags=31%, list=23%, signal=24%","AKT3/CXCL12/ADCY5/GNG11/RAP1A/GNB4/PRKCB/GNG7/ADCY9/STAT5B/PRKACB/GNG8/ADCY2/GNAI1/GRK4/PIK3R1/PRKACA/RASGRP2/GNG2/ADCY4/CCL2/ARRB1/SHC4/GNAI2/GNB5/SHC2/GNG12/PLCB1/CX3CR1/CCL14/ROCK1/NFKBIA/SOS2/SOS1/PIK3CA/BRAF/PARD3/GRK3/SHC3/PIK3R3/TIAM1/PIK3CD/RAF1/AKT2/ELMO1/GRK5/STAT3/ADCY1/MAPK1/GNB3/CCR2/CCR10/CXCR4/CCL19/CCL21/GNG10/SHC1/CCR4"
"Glutathione metabolism","Glutathione metabolism","Glutathione metabolism",49,-0.329512894770667,-1.35994706688915,0.0237386732246001,0.0237386732246001,0.0499761541570528,3732,"tags=45%, list=17%, signal=37%","SRM/GCLM/G6PD/SMS/GSTK1/GGT1/ODC1/MGST1/RRM1/MGST2/PGD/TXNDC12/GSTZ1/GSR/GSTP1/OPLAH/GGCT/GPX2/IDH1/GSTO2/GSS/RRM2"
"Adherens junction","Adherens junction","Adherens junction",73,0.521650808009497,1.35436614592075,0.0262196267697743,0.0262196267697743,0.0536710876504892,4044,"tags=33%, list=19%, signal=27%","SORBS1/CTNNA3/ACTN1/FGFR1/TCF7L1/VCL/WASF1/PTPRM/ACTN2/FER/WASF2/TGFBR2/FYN/ACTB/WASF3/TGFBR1/SMAD4/TJP1/CREBBP/SNAI2/PTPRB/PARD3/SMAD2/SNAI1"
"Acute myeloid leukemia","Acute myeloid leukemia","Acute myeloid leukemia",57,0.532515927551954,1.36382266370975,0.0264496439471007,0.0264496439471007,0.0536710876504892,4545,"tags=37%, list=21%, signal=29%","RUNX1T1/AKT3/TCF7L1/ZBTB16/STAT5B/KIT/PIK3R1/PIM1/CCNA1/SOS2/SOS1/PIK3CA/FLT3/BRAF/PIK3R3/PIK3CD/RAF1/AKT2/STAT3/MAPK1/STAT5A"
"ABC transporters","ABC transporters","ABC transporters",44,0.545438662587259,1.36611887862993,0.0268595041322314,0.0268595041322314,0.0536710876504892,3291,"tags=23%, list=15%, signal=19%","ABCA8/ABCC9/ABCA9/ABCA6/ABCA10/ABCD2/ABCB5/ABCA1/ABCG4/ABCA3"
"Prostate cancer","Prostate cancer","Prostate cancer",89,0.493705055259131,1.29568652846309,0.0301507537688442,0.0301507537688442,0.0592435863528167,4611,"tags=35%, list=22%, signal=27%","AKT3/AR/FGFR1/TCF7L1/BCL2/PDGFD/IGF1/PDGFC/PIK3R1/PDGFRA/CREB5/CREB3L2/PDGFRB/PTEN/CREBBP/NFKBIA/FOXO1/SOS2/SOS1/PIK3CA/BRAF/PIK3R3/PIK3CD/RAF1/AKT2/CREB1/CDKN1B/ATF4/MAPK1/CDKN1A/CASP9"
"Colorectal cancer","Colorectal cancer","Colorectal cancer",62,0.514039287867384,1.32117162936204,0.0395136778115502,0.0395136778115502,0.0754305530901411,4611,"tags=39%, list=22%, signal=30%","MAPK10/AKT3/TCF7L1/BCL2/TGFB3/JUN/PIK3R1/TGFBR2/FOS/TGFBR1/SMAD4/APC/TGFB2/TGFB1/PIK3CA/MLH1/BRAF/PIK3R3/SMAD2/PIK3CD/RAF1/AKT2/MAPK1/CASP9"
"Type I diabetes mellitus","Type I diabetes mellitus","Type I diabetes mellitus",41,-0.324114759645815,-1.3220327661426,0.0396683890804403,0.0396683890804403,0.0754305530901411,5227,"tags=41%, list=24%, signal=31%","HLA-DRB5/IL1B/FASLG/HLA-G/IFNG/HLA-DRB1/HLA-DQB1/CD80/HLA-DMA/GAD1/GZMB/HLA-C/HLA-B/HLA-F/ICA1/HLA-A/HSPD1"
"Tight junction","Tight junction","Tight junction",129,0.467489820468443,1.24309126957635,0.0450901803607214,0.0450901803607214,0.0843792848855606,3340,"tags=24%, list=16%, signal=20%","MPDZ/JAM2/MAGI2/JAM3/AKT3/CTNNA3/MYH11/AMOTL1/MYL9/ACTN1/PRKCB/MRAS/CLDN5/ACTN2/PPP2R2B/MYH10/GNAI1/RRAS/GNAI2/PRKCE/ACTB/PARD6G/CLDN11/YBX3/EPB41L3/TJP1/PTEN/PRKCA/ASH1L/EPB41L2/PRKCH"
"Dorso-ventral axis formation","Dorso-ventral axis formation","Dorso-ventral axis formation",24,0.591823736808008,1.39966833185999,0.0477741585233442,0.0477741585233442,0.0880050288587919,4531,"tags=42%, list=21%, signal=33%","CPEB1/FMN2/NOTCH2/SPIRE1/SOS2/SOS1/NOTCH3/NOTCH4/ETS1/MAPK1"
"Inositol phosphate metabolism","Inositol phosphate metabolism","Inositol phosphate metabolism",54,0.518170150918075,1.32023071117763,0.05,0.05,0.0905149024672238,4282,"tags=41%, list=20%, signal=33%","PLCD4/PIP5K1C/ITPKB/INPP5A/INPP5B/INPP4A/PIP4K2A/PLCB1/PTEN/OCRL/PLCD1/SYNJ1/PIP4K2B/PIK3C3/INPP4B/PLCE1/ALDH6A1/PIK3CA/PIK3CD/CDIPT/PI4KA/INPP5K"
